user_id,name,age,gender,location,latitude,longitude,interests,about_me,relationship_goal,personality,MBTI,education_level,occupation,zodiac_sign,height_cm,body_type,languages_spoken,dating_preference,photo_count,is_verified,is_premium_user,daily_active_minutes,last_login,likes_received,likes,blocked,swipes,messages_sent,response_rate,signup_date,negative_samples
52,John Walsh,24,Non-binary,Atlanta,30.267153,-115.139832,"travel, gaming, reading",Raise plan drug start prepare research something open its various.,Long-term,Ambivert,ISFJ,High School,Chartered legal executive (England and Wales),Gemini,191,Athletic,"Hindi, French, Mandarin",Everyone,4,False,False,34,2024-03-17,79,"[404, 877, 854, 527, 140, 892, 297, 984, 175, 310, 154, 49, 300, 189, 509]","[721, 80, 154, 368, 570, 961]",192,50,0.31,2023-01-11,"[306, 651, 317, 598, 729, 884, 896, 283, 586, 769, 887, 995, 204, 597, 974, 239, 492, 380, 73, 41, 831, 217, 708, 81, 80, 354, 281, 646, 158, 746]"
53,Patricia Copeland,41,M,San Diego,40.712776,-122.332069,"sports, photography, art",Represent race husband pull guy least act good attention entire use control technology.,Friends,Introvert,ESTP,Bachelor’s,Research scientist (life sciences),Sagittarius,176,Slim,English,Women,4,False,False,71,2024-03-19,65,"[176, 765, 90, 44, 486, 10]","[783, 421, 916, 358, 511, 224, 265, 309]",268,60,0.67,2024-03-12,"[333, 311, 966, 888, 856, 36, 287, 798, 782, 186, 313, 599]"
54,Zachary Knight,26,M,Kansas City,39.099727,-111.891047,"art, cooking, reading",Subject purpose material program hand future change home better field.,Networking,Introvert,ISTJ,PhD,Equities trader,Leo,155,Curvy,"Spanish, English",Everyone,1,True,False,58,2024-03-15,15,"[848, 355, 282, 372, 357, 444, 324, 912, 995]","[966, 364, 945, 54, 61, 228]",125,89,0.27,2023-02-16,"[763, 983, 259, 933, 713, 397, 152, 654, 470, 61, 905, 307, 284, 507, 317, 319, 857, 434]"
55,Cindy Davis,35,Non-binary,Chicago,41.49932,-82.998794,"travel, art, photography",Policy role artist worry quickly treat even knowledge near most pretty.,Long-term,Ambivert,ENTP,High School,Accommodation manager,Capricorn,186,Curvy,Mandarin,Men,1,True,False,103,2024-03-02,48,"[848, 862, 867, 876, 795, 518, 790, 448, 355, 412, 750]","[762, 164, 424, 608, 50, 766]",327,80,0.49,2023-02-13,"[966, 738, 169, 615, 297, 786, 735, 189, 255, 416, 135, 902, 151, 585, 163, 636, 569, 148, 909, 644, 901, 338]"
56,Joseph Gordon,31,Non-binary,Tampa,32.715736,-71.058884,"fitness, gaming, music",Performance amount yard quality financial model role.,Long-term,Introvert,ENTP,High School,"Engineer, electronics",Taurus,156,Average,"English, Spanish, French",Everyone,4,True,False,77,2024-03-14,8,"[313, 666, 974, 759, 446, 388, 31, 866]","[135, 845, 238, 96, 601, 679, 956]",395,75,0.83,2023-07-04,"[669, 501, 833, 693, 678, 825, 513, 782, 249, 171, 639, 543, 500, 411, 248, 854]"
57,Teresa Craig,23,Non-binary,Columbus,39.739236,-98.493629,"fitness, music, reading",Local figure eight cold institution physical simple serious maintain also.,Casual Dating,Extrovert,ENFP,Master’s,"Pilot, airline",Scorpio,159,Average,English,Men,3,True,False,55,2024-03-09,69,"[982, 406, 259, 906, 140, 238, 682, 474, 660, 87, 374, 453, 376, 520, 969]","[609, 964, 771, 134, 660, 419, 320]",356,30,0.73,2023-09-23,"[391, 542, 4, 645, 818, 729, 266, 411, 909, 541, 786, 291, 902, 456, 5, 156, 127, 961, 328, 839, 365, 481, 425, 236, 465, 407, 264, 394, 919, 317]"
58,Brenda Jimenez,41,F,New York,32.776665,-94.578568,"sports, technology, reading",Cup maybe necessary note him be strong commercial.,Networking,Introvert,ESFJ,Bachelor’s,Technical brewer,Gemini,179,Average,"Hindi, English",Men,5,False,False,90,2024-03-05,90,"[108, 818, 208, 552, 213, 76, 91]","[73, 71, 371, 388, 187, 427, 858, 625, 406, 557]",405,14,0.23,2023-01-20,"[435, 921, 735, 500, 316, 528, 454, 898, 564, 556, 416, 268, 550, 936]"
59,Adam Scott,41,M,Salt Lake City,27.950575,-118.243683,"travel, sports, photography",Place common hair international relate day population responsibility physical pass state test.,Networking,Introvert,ENTP,High School,"Teacher, primary school",Sagittarius,169,Curvy,"Hindi, French, Mandarin",Women,6,False,True,29,2024-03-22,90,"[143, 343, 291, 124, 445, 985, 596]","[726, 378, 537, 357, 25, 660, 35]",128,19,0.88,2023-10-10,"[398, 792, 600, 268, 537, 764, 910, 962, 337, 276, 524, 464, 965, 562]"
60,Savannah Dunn,27,F,New York,32.715736,-86.158068,"gaming, cooking, photography",Space notice end my it occur wish exist heart oil.,Casual Dating,Introvert,INTP,Master’s,Race relations officer,Gemini,165,Athletic,"French, English, Spanish",Men,2,True,False,101,2024-03-12,35,"[683, 610, 945, 19, 995, 207]","[750, 41, 21, 497, 869, 96, 612, 471]",49,31,0.38,2023-07-02,"[845, 213, 754, 481, 303, 142, 89, 666, 463, 241, 557, 237]"
61,Pamela Swanson,38,Non-binary,Boston,37.338208,-82.998794,"cooking, music, travel",Data go apply meeting approach Democrat during.,Networking,Ambivert,ESFJ,Master’s,Advertising account executive,Leo,183,Athletic,Spanish,Men,1,False,False,64,2024-03-16,64,"[300, 873, 430, 493, 821, 420, 117]","[623, 311, 772, 869, 85, 317, 167]",422,21,0.41,2023-11-02,"[120, 308, 35, 477, 543, 177, 902, 875, 627, 494, 251, 21, 149, 356]"
62,Aaron Kelley,39,F,Salt Lake City,27.950575,-94.578568,"photography, gaming, technology",About price choice interesting threat probably safe here question long might name piece.,Casual Dating,Ambivert,INFJ,PhD,Clinical psychologist,Taurus,173,Athletic,"Spanish, English",Everyone,1,True,False,79,2024-03-08,50,"[909, 897, 402, 47, 432, 828, 283, 657]","[240, 822, 446, 851, 179, 31, 320, 221, 257]",113,55,0.61,2023-01-22,"[572, 983, 701, 939, 334, 583, 384, 603, 425, 142, 923, 832, 444, 596, 809, 778]"
63,Casey Rhodes,39,F,Kansas City,25.76168,-95.369804,"sports, art, photography",Prove page run six provide gun religious whom.,Long-term,Introvert,ENFP,Master’s,"Engineer, civil (contracting)",Capricorn,170,Slim,English,Everyone,4,True,True,0,2024-03-30,58,"[428, 393, 576, 217, 90, 325, 344, 321, 436, 536]","[72, 407, 185, 600, 583, 946, 358, 541, 256, 585]",305,30,0.93,2024-01-17,"[873, 841, 892, 737, 199, 658, 798, 147, 644, 938, 686, 911, 567, 591, 450, 756, 674, 707, 73, 118]"
64,Nicole Jimenez,40,Non-binary,Philadelphia,34.052235,-82.457177,"gaming, art, fitness",Goal decide reduce box evidence personal church too wear.,Networking,Extrovert,ISFJ,Master’s,Conference centre manager,Scorpio,150,Slim,"Hindi, Spanish, English",Women,2,False,False,63,2024-03-18,13,"[577, 333, 892, 256, 830, 56, 793]","[635, 453, 7, 185, 893, 208, 672, 565, 778]",325,40,0.3,2024-03-13,"[672, 60, 418, 913, 441, 274, 719, 650, 101, 416, 79, 776, 668, 144]"
65,Brittany Foley,35,Non-binary,Columbus,44.977753,-71.058884,"music, technology, reading",Affect tax goal market sense address.,Friends,Ambivert,ISTJ,Bachelor’s,"Engineer, land",Libra,150,Athletic,French,Men,2,True,False,73,2024-03-20,5,"[56, 831, 522, 362, 784, 208, 353, 936, 330, 900]","[632, 141, 631, 586, 859, 765, 398]",170,79,0.72,2023-04-07,"[554, 355, 552, 187, 593, 915, 633, 534, 753, 409, 908, 458, 287, 141, 659, 8, 234, 60, 942, 570]"
66,Brittany Simmons,33,Non-binary,Dallas,36.169941,-84.387978,"art, fitness, music",Center again including affect ready fine market remember understand ahead as.,Long-term,Introvert,INFJ,Bachelor’s,Historic buildings inspector/conservation officer,Leo,188,Athletic,"French, Mandarin, English",Women,5,True,True,97,2024-03-21,3,"[598, 447, 777, 676, 643, 434]","[897, 451, 624, 996, 248, 250, 411, 1000, 776, 98]",182,38,0.47,2023-04-01,"[480, 553, 271, 604, 119, 934, 884, 292, 664, 252, 163, 16]"
67,Jimmy Martinez,23,M,Raleigh,30.267153,-95.369804,"gaming, travel, reading",Nearly compare type campaign board according general himself evening.,Networking,Introvert,ENTP,High School,"Scientist, marine",Aquarius,186,Curvy,Spanish,Women,6,True,False,39,2024-03-20,82,"[845, 983, 417, 14, 437, 365, 914, 599, 919, 271]","[232, 733, 234, 829, 96, 565, 826, 333, 846, 5]",427,3,0.95,2023-11-24,"[218, 7, 367, 761, 969, 291, 347, 973, 290, 991, 878, 103, 928, 939, 503, 632, 149, 688, 607, 136]"
68,Dr. Joel Taylor,34,F,Austin,40.760779,-117.161087,"reading, art, sports",His relationship company production recent drive fact kid would scientist country collection include.,Networking,Extrovert,ENFP,Master’s,Field trials officer,Pisces,190,Slim,"French, English, Mandarin",Everyone,6,False,False,95,2024-03-26,4,"[784, 685, 673, 418, 961, 862, 483]","[297, 950, 346, 870, 954, 646, 77, 32, 771]",296,48,0.48,2024-03-10,"[918, 436, 132, 522, 355, 570, 952, 804, 500, 642, 61, 376, 76, 400]"
69,Joseph Pruitt,45,Non-binary,Portland,28.538336,-82.457177,"art, reading, photography",Set public soon road hold present home happy control its.,Networking,Introvert,ISTJ,High School,Sports administrator,Libra,164,Slim,"English, Mandarin, Hindi",Everyone,5,True,False,103,2024-03-03,50,"[794, 861, 568, 297, 799, 409, 327, 637, 561, 976, 200, 896]","[185, 45, 502, 492, 429, 447, 186]",86,48,0.69,2024-02-03,"[762, 257, 273, 985, 428, 885, 977, 400, 147, 389, 518, 520, 7, 514, 256, 844, 308, 790, 812, 309, 408, 924, 259, 342]"
70,Connie Green,35,F,Dallas,25.76168,-97.743061,"reading, sports, travel",Standard play trouble defense source power concern.,Friends,Extrovert,ESTP,Bachelor’s,Senior tax professional/tax inspector,Gemini,155,Slim,"Mandarin, Spanish",Everyone,1,True,True,91,2024-03-22,19,"[880, 864, 45, 121, 421, 725]","[284, 197, 278, 201, 904, 232, 618]",478,27,1.0,2023-05-12,"[738, 209, 214, 871, 702, 699, 337, 345, 669, 713, 312, 424]"
71,Sara Rodriguez,39,Non-binary,Portland,37.338208,-96.796989,"photography, technology, reading",Name forget manage continue power may bad school check like tell.,Networking,Introvert,ENFP,High School,Higher education lecturer,Cancer,167,Curvy,"French, Hindi",Everyone,4,False,False,84,2024-03-23,77,"[719, 774, 506, 59, 2, 431, 896, 82, 713, 319]","[266, 669, 426, 888, 191, 942, 903, 364, 544, 967]",152,96,0.31,2024-01-15,"[884, 967, 346, 228, 347, 981, 409, 740, 577, 134, 651, 73, 822, 722, 834, 600, 91, 946, 875, 56]"
72,Amanda Ewing,48,Non-binary,Los Angeles,25.76168,-96.796989,"technology, reading, art",Soldier value exist apply range year over may guess win voice.,Friends,Extrovert,ESTP,PhD,Paediatric nurse,Libra,196,Curvy,English,Everyone,4,True,True,35,2024-03-10,68,"[260, 80, 694, 821, 386, 27, 755, 492, 664, 326, 499, 209]","[779, 534, 260, 438, 83, 336, 472, 66]",307,23,0.55,2023-04-26,"[25, 925, 949, 269, 391, 26, 228, 700, 813, 12, 540, 998, 292, 974, 853, 458, 684, 944, 191, 94, 613, 423, 679, 889]"
73,Martin Smith,28,Non-binary,San Antonio,37.338208,-112.074036,"photography, music, travel",Receive control visit son agree production listen military rule visit fast poor myself.,Casual Dating,Extrovert,ISTJ,Master’s,Records manager,Leo,177,Athletic,Spanish,Everyone,4,False,True,43,2024-03-03,21,"[886, 509, 402, 801, 553, 282, 926, 371, 34, 337, 568, 889]","[154, 224, 23, 442, 18, 640, 820]",104,47,0.4,2023-11-13,"[482, 202, 364, 17, 452, 475, 321, 37, 18, 481, 902, 636, 317, 474, 394, 445, 28, 457, 878, 959, 300, 678, 209, 311]"
74,Mrs. Melissa White,48,M,Detroit,39.739236,-86.158068,"photography, technology, reading",Guy matter stuff win hospital why line change behind.,Networking,Introvert,ENFP,High School,"Psychotherapist, dance movement",Sagittarius,154,Curvy,Spanish,Everyone,3,True,False,69,2024-03-27,10,"[652, 553, 669, 170, 311, 455, 414]","[235, 41, 627, 985, 649, 406, 944, 761, 12, 225]",355,69,0.73,2023-06-28,"[935, 125, 264, 115, 417, 746, 187, 78, 865, 982, 310, 71, 699, 928]"
75,Brandon Johnston,19,Non-binary,Kansas City,29.760427,-82.457177,"photography, art, travel",Event happy impact eye long single when public operation suffer box serious perhaps.,Casual Dating,Introvert,ENFP,High School,Metallurgist,Scorpio,166,Athletic,"Hindi, Spanish",Women,2,False,True,98,2024-03-02,9,"[100, 308, 531, 219, 236, 428, 108, 52, 786, 523, 578, 790, 327, 372, 191]","[702, 391, 25, 696, 962, 210, 917, 31]",409,78,0.43,2024-02-06,"[671, 391, 240, 123, 144, 392, 182, 962, 848, 384, 455, 850, 357, 851, 650, 591, 317, 660, 170, 413, 281, 251, 740, 871, 75, 525, 110, 86, 1000, 128]"
76,Elijah Brown DDS,22,F,Los Angeles,45.515232,-80.19179,"cooking, technology, art",West less tree main quality word school energy affect edge while hospital single.,Networking,Extrovert,ISTJ,Master’s,"Scientist, water quality",Scorpio,180,Athletic,"French, Hindi, English",Men,5,True,False,89,2024-03-16,81,"[676, 133, 502, 427, 873, 334, 143, 128, 800, 663, 871, 895, 454]","[292, 894, 654, 413, 605, 714, 649, 32, 568]",248,96,0.89,2023-12-08,"[727, 149, 945, 50, 68, 42, 912, 165, 463, 786, 224, 291, 482, 263, 939, 303, 377, 459, 18, 608, 77, 741, 272, 473, 350, 816]"
77,Tricia Waters,38,F,Denver,34.052235,-87.629799,"fitness, gaming, technology",Address paper go value Congress identify sea receive hospital soon however.,Long-term,Introvert,INTP,Bachelor’s,Music therapist,Pisces,170,Athletic,"Spanish, French, English",Everyone,2,False,True,64,2024-03-17,72,"[450, 221, 861, 527, 885, 598, 194, 461]","[195, 86, 333, 986, 362, 116, 94]",416,4,0.79,2024-03-26,"[609, 881, 910, 562, 768, 356, 864, 658, 949, 804, 987, 348, 766, 145, 559, 909]"
78,Cody Gentry,48,M,Denver,41.49932,-121.4944,"music, sports, gaming",Key officer first mention but under same suggest increase.,Casual Dating,Extrovert,INTP,High School,Dentist,Aries,196,Athletic,Spanish,Everyone,4,True,False,3,2024-03-08,15,"[46, 180, 410, 527, 987, 209, 111, 230, 229, 561, 397, 467, 87, 267]","[694, 991, 669, 186, 88, 82, 79]",258,26,0.66,2023-10-23,"[569, 506, 642, 525, 348, 298, 678, 997, 179, 73, 110, 523, 227, 812, 735, 626, 466, 60, 734, 403, 53, 606, 21, 805, 456, 875, 98, 998]"
79,Janice Brady,38,M,San Diego,25.76168,-94.578568,"fitness, cooking, music",Need indicate history reduce Republican economy often available citizen admit campaign away well.,Friends,Ambivert,ISFJ,High School,Editorial assistant,Taurus,181,Curvy,Hindi,Women,3,True,False,16,2024-03-23,28,"[643, 260, 600, 932, 541, 505, 823, 977]","[404, 469, 126, 438, 224, 61, 737, 119]",50,78,0.97,2023-07-31,"[538, 647, 962, 683, 652, 483, 642, 471, 710, 463, 368, 748, 440, 88, 166, 811]"
80,Jerry Galvan,47,M,San Jose,25.76168,-81.694361,"gaming, reading, music",Use to reflect many plant very.,Networking,Introvert,ENTP,Bachelor’s,Production engineer,Scorpio,153,Athletic,"Spanish, French",Everyone,1,True,False,66,2024-03-13,4,"[682, 86, 99, 613, 814, 782, 433, 263, 933, 272, 834, 981, 45]","[269, 335, 344, 348, 362, 574, 780, 470]",49,98,0.29,2023-03-24,"[641, 571, 849, 833, 182, 356, 832, 858, 936, 978, 767, 852, 254, 810, 135, 651, 505, 781, 689, 658, 338, 638, 280, 181, 791, 831]"
81,Christina Williams,32,Non-binary,Boston,35.779591,-74.005974,"art, music, cooking",Recognize research event tough case news recognize hotel tend yes national upon southern.,Friends,Introvert,INTP,PhD,IT technical support officer,Scorpio,176,Athletic,"English, Hindi",Everyone,2,False,False,104,2024-03-22,10,"[162, 873, 100, 260, 285, 707]","[873, 777, 940, 146, 583, 778, 927, 388]",183,19,0.53,2023-09-24,"[259, 213, 204, 10, 741, 624, 110, 137, 577, 408, 993, 677]"
82,Donald Jenkins,43,Non-binary,Houston,37.338208,-121.4944,"cooking, travel, photography",Nice window matter last material picture either event.,Casual Dating,Extrovert,ESFJ,PhD,Pensions consultant,Capricorn,173,Curvy,"French, Hindi, Mandarin",Everyone,1,True,True,28,2024-03-02,69,"[806, 878, 976, 608, 567, 626, 250, 773, 597, 13, 625, 986]","[705, 915, 349, 887, 145, 163, 322, 296, 971]",291,17,0.33,2023-02-27,"[26, 959, 645, 995, 166, 394, 348, 800, 60, 883, 471, 929, 209, 570, 10, 347, 81, 618, 505, 609, 704, 778, 926, 210]"
83,Edward Burns,36,F,San Antonio,41.878113,-121.886329,"fitness, technology, photography",There listen debate media always age why.,Networking,Introvert,ESTP,Bachelor’s,Ship broker,Pisces,189,Average,"English, Mandarin, Hindi",Men,4,False,False,32,2024-03-29,56,"[633, 434, 422, 525, 233, 109, 326, 203, 622, 44, 331, 387]","[621, 946, 588, 774, 558, 489]",262,14,0.94,2023-07-13,"[39, 536, 985, 54, 989, 313, 149, 60, 959, 409, 929, 361, 736, 899, 667, 692, 308, 661, 508, 876, 996, 88, 178, 874]"
84,Sheila Wilson,49,F,Dallas,39.739236,-81.694361,"sports, gaming, art",Take understand may soon candidate grow yeah east.,Friends,Extrovert,ISTJ,PhD,"Optician, dispensing",Aquarius,188,Average,"Mandarin, English",Men,4,True,True,49,2024-03-30,79,"[74, 903, 54, 421, 642, 836, 34, 722, 10]","[645, 713, 719, 316, 345, 317, 243]",12,66,0.9,2023-03-28,"[331, 886, 398, 938, 77, 386, 546, 828, 856, 261, 434, 859, 137, 924, 763, 899, 481, 566]"
85,Cody Cohen,40,Non-binary,Orlando,39.952583,-71.058884,"travel, technology, cooking",Here decision owner buy laugh apply sound attack our.,Long-term,Introvert,ESFJ,PhD,Make,Virgo,185,Average,"French, Hindi",Women,6,True,False,11,2024-03-28,69,"[674, 794, 738, 971, 750, 981, 860, 926, 1000, 507, 133]","[174, 251, 682, 663, 471]",356,67,0.73,2023-02-19,"[884, 433, 315, 730, 800, 462, 516, 607, 654, 710, 929, 127, 330, 610, 949, 841, 112, 833, 555, 928, 814, 991]"
86,Paul Phillips,24,F,Tampa,39.961176,-112.074036,"travel, photography, reading",Commercial civil treat foreign matter federal population discover air power boy final.,Long-term,Introvert,ENTP,High School,Insurance underwriter,Aquarius,185,Slim,Spanish,Women,5,False,False,15,2024-03-09,13,"[3, 887, 33, 302, 443, 174, 345]","[248, 949, 908, 524, 123, 359, 783, 461]",289,9,0.46,2023-05-03,"[30, 283, 80, 817, 838, 141, 450, 167, 105, 626, 375, 341, 783, 125]"
87,Sandra Ortiz,24,Non-binary,Chicago,42.360081,-83.045753,"reading, music, cooking",Also heart knowledge participant now indeed local business.,Long-term,Extrovert,INTP,High School,Forensic scientist,Virgo,190,Curvy,"Hindi, Mandarin",Men,6,True,False,118,2024-03-02,50,"[826, 525, 491, 530, 170, 73, 382, 295]","[250, 792, 227, 467, 978, 141]",25,80,0.74,2023-10-09,"[143, 38, 667, 266, 840, 760, 861, 934, 314, 420, 999, 676, 642, 744, 555, 504]"
88,Joseph Simon,44,M,San Jose,33.749001,-78.638176,"art, music, reading",Work their report old security open meet.,Networking,Extrovert,ISTJ,Bachelor’s,Radio producer,Aquarius,173,Slim,Spanish,Everyone,2,True,True,27,2024-03-02,23,"[947, 285, 999, 115, 597, 637, 785, 66, 880, 199, 151, 933, 414, 946, 185]","[154, 824, 93, 672, 326, 531, 821, 120]",250,62,0.74,2023-07-24,"[238, 215, 822, 506, 696, 63, 475, 974, 391, 781, 500, 582, 846, 324, 630, 742, 836, 664, 67, 691, 186, 193, 93, 261, 712, 631, 393, 341, 340, 673]"
89,Helen Moyer,28,Non-binary,Orlando,41.49932,-94.578568,"reading, music, cooking",Indicate future mention expect finish bar.,Long-term,Introvert,ENFP,Master’s,IT trainer,Scorpio,186,Athletic,"Spanish, Hindi, French",Everyone,1,False,True,61,2024-03-02,20,"[242, 428, 772, 586, 526, 619, 328, 200, 662]","[461, 699, 50, 998, 383, 962, 1, 420, 916]",23,68,0.96,2023-01-13,"[560, 923, 181, 450, 817, 51, 827, 925, 491, 950, 568, 624, 782, 382, 280, 709, 583, 363]"
90,Rodney Hernandez,41,F,Boston,32.776665,-95.369804,"photography, technology, art",High usually indeed music behind type run organization sense.,Networking,Introvert,INTP,PhD,"Surveyor, building control",Aries,198,Athletic,"Hindi, Mandarin, French",Women,2,True,True,91,2024-03-25,6,"[512, 110, 724, 680, 278, 92, 836, 115]","[521, 73, 995, 397, 673, 497, 829, 59]",331,65,0.3,2023-12-10,"[433, 454, 6, 222, 334, 445, 600, 439, 171, 163, 94, 173, 684, 456, 957, 804]"
91,Laurie White,21,Non-binary,Tampa,45.515232,-118.243683,"reading, gaming, travel",True think view side talk second forward least above effect ago base forget.,Casual Dating,Ambivert,ENFP,Master’s,Air traffic controller,Pisces,152,Average,"English, French, Hindi",Men,1,True,True,16,2024-03-28,84,"[411, 502, 452, 896, 424, 578, 732, 510]","[390, 701, 294, 284, 645, 456, 570]",261,80,0.71,2023-10-11,"[993, 374, 238, 17, 349, 315, 540, 770, 140, 955, 437, 673, 588, 644, 693, 512]"
