user_id,name,age,gender,location,latitude,longitude,interests,about_me,relationship_goal,personality,MBTI,likes,swipes,messages_sent,response_rate,signup_date,education_level,occupation,zodiac_sign,height_cm,body_type,languages_spoken,dating_preference,likes_received,photo_count,is_verified,daily_active_minutes,last_login,is_premium_user
77,Jennifer Ramsey,40,F,Houston,32.776665,-94.578568,"cooking, fitness, sports",Food office night artist five hospital very teacher ground outside house.,Casual Dating,Introvert,ENTP,"[652, 658, 550, 922, 192, 200, 223, 703, 130, 491, 306, 281, 262]",489,41,0.78,2023-05-09,Bachelor’s,Research scientist (life sciences),Leo,174,Average,"Spanish, English",Everyone,30,2,False,88,2024-03-07,False
78,Mary Cruz,42,M,Indianapolis,25.76168,-82.457177,"technology, gaming, photography",Space although help hold respond despite.,Casual Dating,Introvert,INTP,"[728, 636, 155, 344, 858, 932, 533, 237, 549, 766, 454, 168, 64, 586]",370,98,0.81,2024-03-22,PhD,IT sales professional,Capricorn,160,Athletic,French,Women,38,3,True,83,2024-03-15,False
79,Felicia Martin,22,F,Portland,38.581572,-121.4944,"gaming, technology, travel",According main fish network success major why painting tell seven drop indicate will.,Casual Dating,Extrovert,INFJ,"[415, 7, 934, 94, 978, 489, 107, 323, 97, 111, 979, 157, 985]",433,22,0.96,2023-08-31,High School,Seismic interpreter,Aquarius,185,Slim,"English, Hindi, Spanish",Men,4,6,True,112,2024-03-20,False
80,Frederick Hicks DDS,38,M,Austin,25.76168,-98.493629,"technology, travel, cooking",Compare idea agency hope region pay girl believe memory party else wall some.,Long-term,Introvert,ESFJ,"[548, 409, 854, 538, 571, 652, 366, 898, 850, 382]",196,57,0.66,2023-02-28,Master’s,"Surveyor, commercial/residential",Sagittarius,175,Average,Spanish,Everyone,92,5,False,57,2024-03-20,False
81,Rachel Gregory,47,F,Boston,39.952583,-98.493629,"reading, art, technology",Civil sit member pay loss hear car father society though.,Friends,Extrovert,ENFP,"[710, 193, 122, 829, 767, 25, 480, 648, 807, 208, 150, 236, 731, 41]",325,73,0.59,2023-05-30,Bachelor’s,Games developer,Leo,192,Curvy,Hindi,Men,91,4,False,56,2024-03-09,False
82,Lauren Cobb,37,M,Seattle,35.779591,-96.796989,"fitness, technology, art",Painting rise past explain treatment subject story indicate.,Networking,Ambivert,INFJ,"[931, 646, 869, 17, 332, 854, 239, 607]",276,64,0.32,2023-04-15,Bachelor’s,Pension scheme manager,Taurus,176,Athletic,Mandarin,Women,99,6,False,39,2024-03-10,False
83,Cynthia Holloway,42,Non-binary,Detroit,42.331427,-97.743061,"sports, cooking, reading",Section social finally audience bar front environmental consumer between certainly this international federal.,Friends,Extrovert,INFJ,"[897, 843, 758, 859, 520, 915, 902, 210, 542, 496, 252, 879]",24,60,0.86,2023-05-11,High School,Secretary/administrator,Cancer,189,Average,French,Women,97,6,False,64,2024-03-30,False
84,Jamie Green,25,F,Portland,45.515232,-82.998794,"sports, cooking, travel",Big fund situation turn seat item here appear former fall since bed room.,Friends,Ambivert,ESFJ,"[920, 189, 729, 709, 130, 75, 233, 297, 29, 425, 796, 837, 854, 354, 314]",17,47,0.93,2023-01-01,Master’s,"Surveyor, planning and development",Capricorn,154,Slim,"Hindi, French, English",Women,94,6,False,13,2024-03-28,False
85,Jose Mccoy,28,F,Salt Lake City,30.267153,-115.139832,"travel, gaming, cooking",Top college interview wife call measure read.,Long-term,Ambivert,INTP,"[381, 479, 768, 185, 960, 672, 500, 71, 521, 771, 113, 384, 726]",254,56,0.85,2023-11-19,PhD,Community arts worker,Taurus,163,Curvy,"French, Mandarin",Women,34,6,False,29,2024-03-19,False
86,Sally Wilkins,19,Non-binary,Sacramento,29.760427,-112.074036,"sports, photography, reading",Free develop trouble raise goal bank religious.,Long-term,Introvert,INFJ,"[544, 615, 210, 724, 590, 27, 872, 467]",147,74,0.55,2023-04-10,PhD,Television floor manager,Aries,186,Average,"French, English, Mandarin",Everyone,9,5,True,115,2024-03-03,False
87,Christine Gonzalez,39,M,Sacramento,34.052235,-112.074036,"technology, sports, music",Whole name nearly project plant strong market ask think act onto kitchen.,Networking,Introvert,INTP,"[988, 435, 598, 68, 347, 458, 497, 927, 258, 692, 724, 285, 283, 245]",244,93,0.76,2023-02-26,High School,Radio producer,Cancer,190,Slim,"Mandarin, Spanish, Hindi",Men,39,4,True,61,2024-03-22,False
88,Kathryn Jones,49,F,Atlanta,27.950575,-118.243683,"technology, art, travel",Eye any act support door better theory very cold indicate letter.,Networking,Extrovert,ESTP,"[22, 921, 580, 253, 344, 691, 881, 527, 338, 75]",109,12,0.99,2023-03-18,PhD,Arts administrator,Cancer,186,Curvy,"English, Spanish, Mandarin",Women,20,1,False,54,2024-03-19,False
89,Bradley Chambers,25,F,Las Vegas,36.169941,-93.265015,"reading, art, technology",New stand follow section us world throughout.,Casual Dating,Ambivert,ISTJ,"[735, 553, 371, 470, 483, 593]",164,93,0.89,2024-02-25,Bachelor’s,Aeronautical engineer,Pisces,167,Curvy,French,Men,5,3,False,101,2024-03-28,False
90,Andrew Gibson,48,F,Tampa,42.331427,-75.165222,"fitness, gaming, cooking",Many condition wall name necessary same live.,Casual Dating,Ambivert,INTP,"[421, 28, 994, 301, 900, 327, 462, 154, 557, 288, 544, 489, 379]",167,2,0.52,2023-01-26,Bachelor’s,"Designer, ceramics/pottery",Gemini,174,Average,"Mandarin, English, Hindi",Women,90,1,False,3,2024-03-25,False
91,Tammy Brown,37,Non-binary,Indianapolis,36.169941,-121.886329,"cooking, reading, travel",Option house state fund according work view machine live fast gas unit Republican.,Long-term,Introvert,ESFJ,"[866, 339, 228, 197, 127, 808, 100]",270,90,0.51,2023-04-08,High School,Multimedia programmer,Cancer,172,Slim,Hindi,Men,60,1,True,108,2024-03-07,True
92,Craig Vasquez,23,F,New York,44.977753,-82.457177,"sports, reading, fitness",Different let discussion law street thousand garden then meeting economic move mean.,Casual Dating,Ambivert,ENFP,"[400, 64, 864, 730, 923, 233, 695, 436, 130, 712, 701]",138,11,0.47,2023-01-18,Master’s,Product manager,Scorpio,175,Athletic,"Mandarin, Hindi",Women,48,4,True,94,2024-03-10,False
93,Debra Mcpherson,46,Non-binary,Raleigh,30.267153,-74.005974,"technology, travel, cooking",Past risk spring approach age design rock turn.,Networking,Introvert,INTP,"[229, 340, 375, 659, 496, 796, 579, 694]",362,25,0.43,2024-03-26,Master’s,Charity fundraiser,Libra,195,Average,English,Everyone,28,2,False,8,2024-03-09,False
94,Kimberly Lucero,18,F,Houston,39.961176,-98.493629,"fitness, gaming, travel",Able model particular measure trip work grow above hold responsibility must boy.,Networking,Ambivert,ENFP,"[379, 797, 947, 627, 831, 46, 858]",157,41,0.71,2023-07-25,PhD,Environmental manager,Aquarius,156,Average,Hindi,Everyone,62,6,False,57,2024-03-05,False
95,Gerald Davis,41,M,Columbus,33.448376,-117.161087,"art, fitness, gaming",Out perform ability next development situation picture listen seat institution because avoid mind.,Networking,Ambivert,INFJ,"[679, 250, 400, 522, 694, 302, 333, 931, 54]",218,89,0.56,2023-05-03,Bachelor’s,Pathologist,Gemini,167,Average,"Hindi, French, Spanish",Men,6,5,False,75,2024-03-26,False
96,Joseph York,28,Non-binary,Orlando,39.952583,-104.990251,"music, fitness, art",Picture explain wear sea issue each give and difference establish trade.,Networking,Introvert,ISTJ,"[15, 74, 160, 721, 835, 707, 94, 701, 496, 26]",396,26,0.82,2023-02-27,Bachelor’s,"Surveyor, mining",Aries,170,Curvy,"Spanish, Mandarin",Women,10,1,False,100,2024-03-29,False
97,Autumn Zamora,45,Non-binary,Philadelphia,39.739236,-82.457177,"gaming, art, sports",Democrat do teach offer similar traditional few number fall.,Networking,Ambivert,INTP,"[184, 632, 265, 662, 118]",74,52,0.29,2023-02-11,Master’s,Scientific laboratory technician,Pisces,199,Average,"Spanish, French, Hindi",Everyone,14,1,True,93,2024-03-07,False
98,Andrea Stanley,19,Non-binary,Los Angeles,47.606209,-118.243683,"fitness, technology, travel",Bill try include woman save interview beyond game.,Long-term,Extrovert,INFJ,"[740, 918, 483, 628, 390, 478, 47, 28, 552, 301, 546, 37]",108,24,0.84,2023-07-22,High School,Electronics engineer,Taurus,158,Curvy,"Spanish, Mandarin, English",Everyone,10,5,True,60,2024-03-20,False
99,Samuel Tucker,21,F,Sacramento,25.76168,-83.045753,"music, photography, travel",Environmental manager could approach politics less approach site floor nice fact head year.,Casual Dating,Introvert,ENTP,"[740, 40, 794, 276, 284]",186,41,0.28,2023-12-14,Master’s,Psychiatrist,Aquarius,194,Slim,Mandarin,Women,5,1,True,38,2024-03-16,False
100,Christie Smith,28,M,Columbus,47.606209,-117.161087,"travel, gaming, reading",Serve start former inside mouth up foreign.,Casual Dating,Introvert,ISFJ,"[511, 819, 857, 794, 496, 956, 462]",429,56,0.98,2023-04-24,High School,"Doctor, general practice",Scorpio,196,Athletic,Mandarin,Women,73,2,True,10,2024-03-25,False
101,Stephen Hooper,34,M,Dallas,30.267153,-104.990251,"travel, technology, fitness",Job sure popular administration use scene light yard traditional him.,Friends,Extrovert,ESFJ,"[882, 17, 719, 635, 63, 341, 304, 139, 97, 458, 477, 416, 758, 660, 731]",437,13,0.31,2023-03-29,High School,"Production assistant, television",Scorpio,178,Average,Mandarin,Women,22,4,True,36,2024-03-11,False
102,Nicholas Parker,32,Non-binary,Kansas City,32.776665,-118.243683,"cooking, technology, photography",Area allow wall fear foreign test mother cause within listen.,Casual Dating,Ambivert,ESTP,"[669, 881, 372, 553, 209, 591, 578, 569, 981, 919, 598]",172,92,0.29,2023-08-26,Bachelor’s,General practice doctor,Sagittarius,172,Average,Hindi,Women,10,5,False,120,2024-03-20,False
103,Christopher Garza,21,F,Denver,27.950575,-95.369804,"sports, fitness, music",Fall change rise forward time degree real.,Casual Dating,Extrovert,ENFP,"[951, 364, 419, 768, 222, 205, 501, 786, 720, 60, 425, 775, 995, 396]",254,16,0.85,2024-03-09,PhD,Manufacturing engineer,Libra,157,Athletic,English,Men,58,5,False,13,2024-03-08,False
104,Maria Odom,24,M,Kansas City,39.952583,-95.369804,"fitness, sports, photography",Claim box fear off center party officer collection everybody attention need.,Networking,Ambivert,ENTP,"[219, 414, 320, 552, 216, 348, 784, 941, 798, 500, 692]",75,74,0.49,2023-02-08,Master’s,"Restaurant manager, fast food",Taurus,154,Curvy,"Mandarin, Hindi, English",Everyone,13,4,True,106,2024-03-02,False
105,Charlotte Rodriguez,37,F,Chicago,39.099727,-117.161087,"fitness, music, art",Same toward small nearly view build friend subject per gas writer wonder control.,Casual Dating,Extrovert,ESTP,"[326, 362, 264, 393, 867, 594, 948]",146,11,0.41,2024-03-08,PhD,Amenity horticulturist,Taurus,172,Curvy,"Hindi, Mandarin",Women,61,5,True,114,2024-03-14,False
106,Cynthia Reyes,36,F,New York,33.448376,-94.578568,"music, reading, art",Stop church author hospital cell tax girl sometimes scene company policy threat represent send.,Long-term,Introvert,ISTJ,"[117, 423, 219, 482, 245]",492,100,0.67,2023-05-18,Bachelor’s,Television camera operator,Aries,174,Slim,"Mandarin, Hindi, French",Men,99,1,True,15,2024-03-31,False
107,Mark Horton,35,Non-binary,New York,32.776665,-71.058884,"reading, technology, photography",Challenge behind citizen away language culture to no gun door oil.,Networking,Introvert,ENFP,"[670, 469, 342, 585, 858]",189,78,0.66,2024-02-14,High School,Hydrogeologist,Gemini,178,Average,French,Men,78,2,False,61,2024-03-08,False
108,Carmen West,45,M,Chicago,29.760427,-80.19179,"fitness, sports, music",Without of else offer tough product share what Congress operation above.,Friends,Introvert,ISTJ,"[768, 677, 759, 11, 750, 738, 976, 878, 343, 640, 353]",484,19,0.94,2023-01-04,Master’s,"Teacher, special educational needs",Gemini,185,Average,"Spanish, French, Mandarin",Men,71,3,True,8,2024-03-04,False
109,Mark Berg,32,M,San Diego,40.760779,-75.165222,"music, photography, technology",Likely short material good future list space mention door.,Networking,Introvert,INFJ,"[510, 659, 830, 195, 581, 253, 296, 370]",340,91,0.73,2023-01-29,High School,Television camera operator,Aries,179,Slim,"English, Mandarin",Men,37,6,False,105,2024-03-16,False
110,Beverly Jones,21,F,San Diego,42.360081,-74.005974,"photography, technology, reading",Land choice mission imagine throughout community history trip significant over test up.,Networking,Ambivert,ESTP,"[994, 550, 671, 593, 968, 897, 460, 712, 537, 92, 147, 194]",25,90,0.55,2023-06-26,Master’s,Animator,Pisces,153,Curvy,"Mandarin, Spanish, French",Everyone,74,5,False,7,2024-03-14,True
111,Tracie Barnett,21,M,Atlanta,30.267153,-121.886329,"art, travel, fitness",Wall whole or religious find left none of size class.,Networking,Ambivert,INTP,"[532, 569, 803, 118, 962, 760, 596, 115, 755, 689]",38,43,0.88,2023-01-19,PhD,Software engineer,Sagittarius,184,Curvy,"Mandarin, French",Men,30,3,False,78,2024-03-26,False
112,Luke James,36,M,Minneapolis,28.538336,-95.369804,"art, gaming, fitness",Night remember husband chance opportunity third than yeah morning season.,Networking,Ambivert,ESTP,"[408, 968, 993, 756, 853, 298]",378,83,0.29,2023-07-20,PhD,Hospital pharmacist,Aquarius,199,Average,"French, English",Men,98,1,False,66,2024-03-10,False
113,Cindy Watson,38,Non-binary,Denver,33.749001,-117.161087,"music, gaming, fitness",Possible number treatment senior hour student and.,Friends,Extrovert,ENFP,"[42, 319, 853, 953, 422, 624, 113, 232]",95,77,0.69,2023-06-08,PhD,"Surveyor, commercial/residential",Pisces,193,Curvy,"Spanish, English",Men,64,6,True,16,2024-03-24,False
114,Alicia Lopez,45,Non-binary,Phoenix,42.331427,-122.678448,"photography, sports, art",Produce plant coach approach history back thank moment analysis fund happen southern sell.,Networking,Introvert,ENFP,"[428, 31, 192, 602, 260, 686, 321, 362, 584, 281, 218, 30, 538]",222,90,0.24,2024-03-17,High School,Claims inspector/assessor,Libra,163,Slim,"Hindi, French",Men,88,5,True,111,2024-03-03,False
115,Heather Watkins,33,M,Kansas City,29.424122,-74.005974,"photography, travel, reading",Meet fish dinner stuff claim question old total such lose.,Friends,Introvert,ENFP,"[997, 766, 49, 519, 932, 360, 446]",208,31,0.71,2023-04-12,Master’s,Manufacturing systems engineer,Gemini,167,Curvy,French,Men,96,3,False,6,2024-03-23,True
116,Michael Day,47,Non-binary,Minneapolis,35.779591,-75.165222,"music, cooking, art",Art camera writer response risk left more lose.,Friends,Ambivert,ESFJ,"[612, 960, 518, 322, 929, 350, 17, 93, 35]",24,19,0.25,2023-11-08,High School,Acupuncturist,Sagittarius,158,Curvy,English,Men,89,1,False,80,2024-03-09,False
117,Michael Mays,24,F,Los Angeles,41.49932,-104.990251,"gaming, photography, sports",Somebody market evidence less next short apply movie.,Casual Dating,Extrovert,INTP,"[612, 606, 919, 251, 575, 618, 655, 628, 774]",130,44,0.83,2023-11-19,Master’s,Artist,Aquarius,184,Slim,Hindi,Women,45,2,True,99,2024-03-01,False
118,Timothy Ramirez,35,Non-binary,Minneapolis,33.749001,-78.638176,"travel, gaming, art",Question many people his information force majority south your.,Networking,Ambivert,ESTP,"[916, 741, 255, 760, 939]",309,52,0.66,2023-12-18,Bachelor’s,Brewing technologist,Cancer,151,Athletic,"Hindi, English, French",Men,2,2,False,65,2024-03-15,False
119,Christina Murray,44,Non-binary,Houston,42.331427,-86.158068,"gaming, fitness, travel",Town east quite early friend force among reason week.,Friends,Ambivert,ENTP,"[721, 1000, 567, 349, 551, 272, 484, 960, 964, 525, 685]",374,98,0.74,2023-12-08,High School,Arts development officer,Leo,161,Slim,English,Men,26,3,False,53,2024-03-06,True
120,Jeffrey Blake,30,M,Chicago,35.779591,-97.743061,"gaming, technology, music",Quite real work change care though issue fear almost poor.,Casual Dating,Ambivert,ISFJ,"[766, 163, 886, 400, 489, 984, 923, 605]",52,98,0.44,2023-12-12,Master’s,Theme park manager,Sagittarius,175,Slim,"Spanish, Mandarin, French",Everyone,24,3,False,64,2024-03-25,False
121,Anthony Velez,43,M,Indianapolis,33.749001,-121.886329,"photography, sports, technology",Land remain strategy authority against safe organization good suddenly back debate financial soldier.,Networking,Extrovert,ISFJ,"[368, 568, 542, 26, 279]",297,14,0.47,2023-02-13,PhD,Health physicist,Sagittarius,184,Average,"English, Mandarin",Everyone,54,1,True,67,2024-03-31,False
122,Michael Williams,43,Non-binary,Houston,38.581572,-87.629799,"reading, travel, cooking",Technology trade teach might she look ahead give view.,Long-term,Extrovert,INTP,"[59, 183, 514, 144, 617, 316, 37, 844, 645, 233, 731, 758, 622, 528, 579]",463,59,0.35,2023-07-02,Master’s,Television production assistant,Scorpio,170,Athletic,"French, Mandarin",Everyone,50,4,True,77,2024-03-07,False
123,Jason Adkins,40,M,Austin,37.338208,-115.139832,"fitness, cooking, music",Force make off I finish your rather reduce.,Friends,Ambivert,ESFJ,"[293, 649, 978, 369, 816, 632, 501, 496]",212,22,0.34,2023-04-03,Master’s,Solicitor,Taurus,179,Slim,Mandarin,Women,95,6,True,2,2024-03-02,True
124,Jerome Pineda,18,Non-binary,Kansas City,33.749001,-87.629799,"music, photography, gaming",Give style information star public seat wife style.,Long-term,Extrovert,ESTP,"[587, 983, 13, 823, 724, 562, 648, 606, 605, 990, 265, 679, 522, 403, 857]",122,70,0.39,2023-06-02,PhD,Market researcher,Gemini,177,Average,"Hindi, English",Men,91,3,False,118,2024-03-04,False
125,Richard Juarez,39,M,Seattle,47.606209,-83.045753,"technology, sports, travel",Mention success responsibility thousand field candidate Democrat participant including for simply writer remain.,Friends,Extrovert,ENFP,"[931, 633, 720, 23, 627, 357, 959, 253, 416, 309, 629, 298, 376, 717, 391]",225,97,0.87,2023-05-17,High School,"Secretary, company",Sagittarius,165,Athletic,Spanish,Men,37,4,True,114,2024-03-19,False
126,Christina Haynes,46,F,Indianapolis,27.950575,-111.891047,"fitness, travel, photography",Cut forget beat fire up side individual area few.,Networking,Introvert,ESTP,"[854, 91, 359, 417, 876, 775, 957, 491, 442, 399, 817, 184, 678, 264, 590]",338,68,0.85,2024-03-10,High School,Archaeologist,Aquarius,175,Curvy,"Spanish, Hindi, English",Everyone,63,1,False,20,2024-03-24,True
